Time,Weather
25:16.0,Normal
25:17.1,Snow
25:18.0,Rain
25:19.0,Wind
25:20.1,Normal
25:22.0,Snow
25:24.2,Rain
25:25.1,Wind
25:25.1,Normal
25:26.1,Snow
25:27.0,Rain
25:29.0,Wind
25:31.1,Normal
25:32.0,Snow
25:34.0,Rain
25:46.1,Snow
25:47.1,Rain
25:48.0,Wind
25:50.0,Normal
25:51.0,Snow
25:55.1,Rain
25:56.0,Wind
25:58.0,Normal
25:59.1,Snow
26:02.0,Rain
26:02.0,Wind
26:04.0,Normal
26:05.0,Snow
26:05.0,Rain
26:07.0,Wind
26:09.0,Normal
26:11.1,Snow
26:13.0,Rain
26:13.0,Wind
26:19.0,Normal
26:21.0,Snow
26:22.1,Rain
26:26.0,Wind
26:27.0,Normal
26:29.0,Snow
26:30.0,Rain
26:30.1,Wind
26:33.0,Normal
26:33.1,Snow
26:33.1,Rain
26:37.1,Wind
26:38.1,Normal
26:40.0,Snow
26:40.1,Rain
26:41.0,Wind
26:42.1,Normal
26:42.1,Snow
26:44.0,Rain
26:46.0,Wind
26:46.1,Normal
26:48.0,Snow
26:51.1,Rain
26:52.0,Snow
26:54.0,Rain
26:58.0,Wind
27:02.1,Normal
27:07.1,Snow
27:08.1,Rain
27:09.0,Wind
27:09.1,Normal
27:11.1,Snow
27:12.1,Rain
27:13.1,Wind
27:26.1,Normal
27:27.0,Snow
27:34.1,Rain
27:36.1,Wind
27:37.0,Normal
27:39.0,Snow
27:41.0,Rain
27:41.1,Wind
27:43.0,Normal
27:44.1,Snow
27:58.0,Rain
28:08.1,Wind
28:10.0,Normal
28:12.1,Snow
28:14.0,Rain
28:17.1,Wind
28:18.0,Normal
28:18.0,Snow
28:19.0,Rain
28:21.0,Wind
28:21.0,Normal
28:21.1,Snow
28:22.0,Rain
28:23.0,Wind
28:25.0,Normal
28:25.0,Snow
28:25.1,Rain
28:29.0,Wind
28:31.0,Normal
28:33.0,Snow
28:33.1,Rain
28:34.0,Snow
28:38.0,Rain
28:38.1,Wind
28:41.0,Normal
28:45.0,Snow
28:48.1,Rain
28:51.0,Wind
28:54.1,Normal
28:57.1,Snow
28:58.0,Rain
29:07.1,Wind
29:13.0,Normal
29:13.1,Snow
29:18.1,Rain
29:20.1,Wind
29:21.1,Normal
29:22.1,Snow
29:24.0,Rain
29:24.0,Wind
29:24.1,Normal
29:27.0,Snow
29:27.1,Rain
29:29.0,Wind
29:29.1,Normal
29:30.0,Snow
29:32.0,Rain
29:32.1,Wind
29:37.1,Normal
29:42.0,Snow
29:44.0,Rain
29:46.0,Wind
29:47.1,Normal
29:49.0,Snow
29:52.0,Rain
29:53.0,Wind
29:54.0,Normal
29:55.0,Snow
29:58.0,Rain
29:59.0,Wind
30:00.0,Normal
30:02.0,Snow
30:03.0,Rain
30:05.1,Snow
30:06.1,Rain
30:07.0,Wind
30:07.0,Normal
30:08.1,Snow
30:09.1,Rain
30:10.1,Wind
30:10.1,Normal
30:11.0,Snow
30:12.1,Rain
30:13.0,Wind
30:15.0,Normal
30:22.0,Snow
30:26.0,Rain
30:28.1,Wind
30:31.1,Normal
30:35.0,Snow
30:36.1,Rain
30:39.0,Wind
30:41.0,Normal
30:45.0,Snow
30:50.0,Rain
30:52.0,Wind
30:53.1,Normal
30:58.0,Snow
30:58.1,Rain
31:04.0,Wind
31:06.0,Normal
31:08.1,Snow
31:09.1,Rain
31:10.0,Wind
31:10.0,Normal
31:13.0,Snow
31:13.1,Rain
31:14.0,Wind
31:15.1,Normal
31:17.0,Snow
31:18.1,Rain
31:19.0,Wind
31:23.0,Normal
31:26.0,Snow
31:28.0,Rain
31:28.1,Snow
31:28.1,Rain
31:29.0,Wind
31:30.1,Normal
31:31.0,Snow
31:31.1,Rain
31:32.0,Wind
31:33.1,Normal
31:35.0,Snow
31:35.0,Rain
31:36.1,Wind
31:37.1,Normal
31:38.1,Snow
31:39.0,Rain
31:40.0,Wind
31:41.0,Normal
31:42.1,Snow
31:43.0,Rain
31:43.1,Wind
31:44.1,Normal
31:44.1,Snow
31:45.0,Rain
31:46.1,Wind
31:51.0,Normal
31:55.0,Snow
31:59.0,Rain
32:00.0,Wind
32:00.0,Normal
32:02.1,Snow
32:04.0,Rain
32:05.0,Wind
32:05.1,Normal
32:06.1,Snow
32:12.1,Rain
32:13.1,Wind
32:22.0,Normal
32:22.1,Snow
32:24.0,Rain
32:25.1,Wind
32:26.0,Normal
32:30.1,Snow
32:30.1,Rain
32:36.0,Snow
32:37.1,Rain
32:39.0,Wind
32:42.1,Normal
32:44.1,Snow
32:47.0,Rain
32:48.0,Wind
32:49.1,Normal
32:50.0,Snow
32:50.0,Rain
32:52.0,Wind
32:55.1,Normal
32:56.0,Snow
32:57.1,Rain
33:02.0,Wind
33:03.0,Normal
33:06.1,Snow
33:07.0,Rain
33:08.1,Wind
33:09.0,Normal
33:10.0,Snow
33:10.0,Rain
33:12.1,Wind
33:14.0,Normal
33:15.0,Snow
33:15.0,Rain
33:16.0,Wind
33:18.1,Normal
33:19.0,Snow
33:20.1,Rain
33:21.0,Wind
33:25.0,Normal
33:25.0,Snow
33:26.0,Rain
33:27.1,Wind
33:28.0,Normal
33:29.0,Snow
33:31.0,Rain
33:32.1,Wind
33:35.0,Normal
33:38.0,Snow
33:38.1,Rain
33:39.0,Snow
33:41.0,Rain
33:43.0,Wind
33:45.0,Normal
33:47.1,Snow
33:50.1,Rain
33:54.1,Wind
34:00.0,Normal
34:03.0,Snow
34:06.1,Rain
34:07.0,Wind
34:08.0,Normal
34:12.0,Snow
34:19.0,Rain
34:23.1,Wind
34:24.1,Normal
34:27.0,Snow
34:27.1,Rain
34:28.1,Wind
34:29.0,Normal
34:30.1,Snow
34:31.0,Rain
34:31.0,Wind
34:31.0,Normal
34:33.1,Snow
34:34.1,Rain
34:34.1,Wind
34:35.0,Normal
34:38.0,Snow
34:39.0,Rain
34:39.0,Wind
34:40.0,Normal
34:42.1,Snow
34:43.1,Rain
34:45.0,Wind
34:47.0,Normal
34:47.1,Snow
34:48.0,Rain
34:48.1,Wind
34:50.0,Normal
34:51.0,Snow
34:51.1,Rain
34:52.0,Snow
34:52.1,Rain
34:53.0,Wind
34:53.0,Normal
34:55.0,Snow
34:55.1,Rain
34:56.0,Wind
34:57.0,Normal
34:57.1,Snow
34:58.1,Rain
35:00.0,Wind
35:00.1,Normal
35:01.0,Snow
35:02.0,Rain
35:04.0,Wind
35:06.1,Normal
35:07.1,Snow
35:10.0,Rain
35:14.0,Wind
35:18.1,Normal
35:20.0,Snow
35:24.0,Rain
35:31.0,Wind
35:32.0,Normal
35:40.0,Snow
35:47.1,Rain
35:48.1,Wind
35:50.0,Normal
35:59.0,Snow
36:00.1,Rain
36:01.1,Wind
36:04.0,Normal
36:05.0,Snow
36:07.0,Rain
36:08.0,Wind
36:10.0,Normal
36:10.0,Snow
36:10.1,Rain
36:12.0,Wind
36:12.1,Normal
36:13.0,Snow
36:13.0,Rain
36:15.0,Snow
36:15.1,Rain
36:17.1,Wind
36:18.0,Normal
36:20.1,Snow
36:22.0,Rain
36:24.0,Wind
36:26.1,Normal
36:29.0,Snow
36:29.1,Rain
36:31.0,Wind
36:32.0,Normal
36:34.1,Snow
36:35.1,Rain
36:36.1,Wind
36:37.1,Normal
36:38.1,Snow
36:41.0,Rain
36:42.0,Wind
36:44.1,Normal
36:46.1,Snow
36:47.0,Rain
36:49.1,Wind
36:52.1,Normal
36:54.0,Snow
36:56.1,Rain
36:57.0,Wind
36:57.1,Normal
36:59.0,Snow
37:01.0,Rain
37:03.0,Wind
37:07.1,Normal
37:09.1,Snow
37:16.0,Rain
37:19.1,Wind
37:27.1,Normal
37:29.0,Snow
37:31.1,Rain
37:32.0,Wind
37:33.0,Normal
37:36.0,Snow
37:38.1,Rain
37:38.1,Snow
37:40.0,Rain
37:41.1,Wind
37:42.1,Normal
37:43.0,Snow
37:43.0,Rain
37:46.1,Wind
37:47.1,Normal
37:50.1,Snow
37:51.0,Rain
37:54.0,Wind
37:54.1,Normal
38:01.1,Snow
38:03.1,Rain
38:04.0,Wind
38:05.1,Normal
38:07.0,Snow
38:09.0,Rain
38:10.0,Wind
38:11.0,Normal
38:12.0,Snow
38:12.0,Rain
38:12.1,Wind
38:13.0,Normal
38:15.1,Snow
38:18.1,Rain
38:21.0,Wind
38:23.0,Normal
38:23.1,Snow
38:24.0,Rain
38:26.1,Wind
38:28.0,Normal
38:28.1,Snow
38:31.0,Rain
38:34.0,Wind
38:34.1,Normal
38:37.1,Snow
38:40.1,Rain
38:44.0,Wind
38:45.0,Normal
38:52.0,Snow
38:52.1,Rain
38:53.1,Snow
38:56.0,Rain
38:57.1,Wind
38:59.0,Normal
39:01.1,Snow
39:02.1,Rain
39:07.0,Wind
39:07.1,Normal
39:10.0,Snow
39:10.0,Rain
39:12.0,Wind
39:14.0,Normal
39:15.0,Snow
39:17.0,Rain
39:18.0,Wind
39:20.0,Normal
39:20.0,Snow
39:22.1,Rain
39:23.1,Wind
39:24.1,Normal
39:28.0,Snow
39:30.0,Rain
39:32.0,Wind
39:33.1,Normal
39:36.1,Snow
39:37.1,Rain
39:41.0,Wind
39:41.1,Normal
39:45.0,Snow
39:46.0,Rain
39:47.0,Wind
39:48.0,Normal
39:48.1,Snow
39:49.1,Rain
39:51.1,Wind
39:52.0,Normal
39:54.1,Snow
39:55.0,Rain
39:56.0,Wind
39:57.1,Normal
39:58.1,Snow
39:59.1,Rain
40:00.1,Snow
40:01.0,Rain
40:01.0,Wind
40:03.0,Normal
40:05.1,Snow
40:06.0,Rain
40:08.1,Wind
40:10.1,Normal
40:11.1,Snow
40:12.1,Rain
40:13.0,Wind
40:16.1,Normal
40:18.0,Snow
40:18.0,Rain
40:20.0,Wind
40:22.0,Normal
40:23.1,Snow
40:25.0,Rain
40:27.0,Wind
40:31.1,Normal
40:35.1,Snow
40:40.1,Rain
40:44.0,Wind
40:47.0,Normal
40:48.1,Snow
40:49.1,Rain
40:52.1,Wind
40:56.1,Normal
40:58.0,Snow
40:59.0,Rain
41:00.0,Wind
41:05.0,Normal
41:05.1,Snow
41:08.0,Rain
41:09.1,Wind
41:11.0,Normal
41:14.0,Snow
41:17.0,Rain
41:24.1,Wind
41:26.0,Normal
41:27.1,Snow
41:28.1,Rain
41:31.0,Snow
41:32.1,Rain
41:32.1,Wind
41:36.1,Normal
41:38.1,Snow
41:39.1,Rain
41:40.0,Wind
41:43.1,Normal
41:44.0,Snow
41:44.1,Rain
41:46.0,Wind
41:47.0,Normal
41:48.0,Snow
41:53.1,Rain
41:54.0,Wind
41:55.0,Normal
41:57.1,Snow
42:00.1,Rain
42:04.0,Wind
42:06.0,Normal
42:11.0,Snow
42:21.1,Rain
42:27.1,Wind
42:29.0,Normal
42:30.1,Snow
42:32.0,Rain
42:34.0,Wind
42:34.0,Normal
42:34.1,Snow
42:37.0,Rain
42:38.0,Wind
42:38.0,Normal
42:38.1,Snow
42:39.0,Rain
42:40.1,Wind
42:41.0,Normal
42:42.0,Snow
42:53.1,Rain
42:58.0,Wind
42:59.0,Normal
43:00.0,Snow
43:00.1,Rain
43:02.0,Snow
43:07.1,Rain
43:08.0,Wind
43:09.0,Normal
43:11.0,Snow
43:12.1,Rain
43:14.0,Wind
43:16.1,Normal
43:17.0,Snow
43:17.0,Rain
43:19.0,Wind
43:20.1,Normal
43:21.1,Snow
43:22.1,Rain
43:24.0,Wind
43:25.1,Normal
43:27.1,Snow
43:28.0,Rain
43:28.1,Wind
43:31.0,Normal
43:32.1,Snow
43:32.1,Rain
43:34.0,Wind
43:34.1,Normal
43:37.0,Snow
43:40.1,Rain
43:42.0,Wind
43:43.1,Normal
43:54.0,Snow
43:57.1,Rain
43:59.1,Wind
44:01.0,Normal
44:03.0,Snow
44:05.1,Rain
44:06.0,Wind
44:07.1,Normal
44:08.0,Snow
44:10.1,Rain
44:12.1,Wind
44:16.0,Normal
44:16.1,Snow
44:17.0,Rain
44:19.1,Snow
44:21.0,Rain
44:21.0,Wind
44:25.0,Normal
44:28.1,Snow
44:35.0,Rain
44:40.0,Wind
44:43.0,Normal
44:45.0,Snow
44:47.1,Rain
44:48.0,Wind
44:48.0,Normal
44:51.0,Snow
44:51.1,Rain
44:52.0,Wind
44:54.0,Normal
44:54.1,Snow
44:55.1,Rain
44:57.0,Wind
44:57.1,Normal
44:58.0,Snow
45:00.1,Rain
45:01.1,Wind
45:02.0,Normal
45:03.0,Snow
45:03.0,Rain
45:05.0,Wind
45:05.1,Normal
45:06.0,Snow
45:06.1,Rain
45:08.0,Wind
45:10.0,Normal
45:14.0,Snow
45:15.0,Rain
45:18.0,Wind
45:20.0,Normal
45:20.0,Snow
45:23.0,Rain
45:23.1,Wind
45:24.1,Normal
45:25.0,Snow
45:26.1,Rain
45:26.1,Snow
45:27.0,Rain
45:29.0,Wind
45:29.0,Normal
45:29.0,Snow
45:32.1,Rain
45:34.0,Wind
45:34.1,Normal
45:37.0,Snow
45:37.1,Rain
45:38.1,Wind
45:39.1,Normal
45:40.0,Snow
45:42.0,Rain
45:44.0,Wind
45:45.1,Normal
45:46.0,Snow
45:48.1,Rain
45:49.0,Wind
45:49.1,Normal
45:50.0,Snow
45:52.0,Rain
45:55.0,Wind
45:57.1,Normal
45:58.1,Snow
46:05.0,Rain
46:22.1,Wind
46:24.1,Normal
46:26.0,Snow
46:28.1,Rain
46:29.0,Wind
46:30.1,Normal
46:32.1,Snow
46:33.0,Rain
46:34.0,Wind
46:35.0,Normal
46:38.0,Snow
46:38.0,Rain
46:38.1,Wind
46:41.0,Normal
46:41.1,Snow
46:42.0,Rain
46:43.0,Snow
46:46.0,Rain
46:48.0,Wind
46:50.0,Normal
46:50.1,Snow
46:51.0,Rain
46:53.0,Wind
46:53.1,Normal
46:54.0,Snow
46:55.0,Rain
46:56.1,Wind
46:57.0,Normal
46:59.1,Snow
47:01.0,Rain
47:01.1,Wind
47:02.1,Normal
47:04.1,Snow
47:05.0,Rain
47:06.1,Wind
47:07.0,Normal
47:08.0,Snow
47:09.0,Rain
47:10.1,Wind
47:11.0,Normal
47:12.0,Snow
47:14.0,Rain
47:16.0,Wind
47:17.1,Normal
47:18.0,Snow
47:18.0,Rain
47:20.1,Wind
47:22.1,Normal
47:24.1,Snow
47:26.0,Rain
47:28.0,Wind
47:28.0,Normal
47:31.1,Snow
47:33.0,Rain
47:34.1,Wind
47:39.0,Normal
47:42.1,Snow
47:54.0,Rain
47:55.0,Snow
47:57.1,Rain
48:04.1,Wind
48:05.1,Normal
48:07.0,Snow
48:08.0,Rain
48:13.0,Wind
48:14.0,Normal
48:14.0,Snow
48:15.1,Rain
48:16.0,Wind
48:17.1,Normal
48:17.1,Snow
48:18.0,Rain
48:18.1,Wind
48:19.0,Normal
48:19.1,Snow
48:20.0,Rain
48:21.0,Wind
48:21.0,Normal
48:23.0,Snow
48:23.1,Rain
48:24.0,Wind
48:25.1,Normal
48:25.1,Snow
48:26.0,Rain
48:26.0,Wind
48:27.0,Normal
48:28.0,Snow
48:28.1,Rain
48:29.0,Wind
48:30.1,Normal
48:31.1,Snow
48:33.1,Rain
48:36.0,Wind
48:37.0,Normal
48:40.0,Snow
48:42.0,Rain
48:46.0,Wind
48:50.1,Normal
48:52.0,Snow
48:52.1,Rain
48:55.0,Snow
48:56.1,Rain
48:58.0,Wind
49:00.0,Normal
49:01.1,Snow
49:03.1,Rain
49:04.1,Wind
49:05.0,Normal
49:07.0,Snow
49:08.0,Rain
49:10.0,Wind
49:11.1,Normal
49:13.1,Snow
49:16.0,Rain
49:19.1,Wind
49:22.1,Normal
49:25.1,Snow
49:26.0,Rain
49:29.0,Wind
49:31.1,Normal
49:33.0,Snow
49:33.1,Rain
49:36.0,Wind
49:40.0,Normal
49:47.0,Snow
49:49.0,Rain
49:50.0,Wind
49:52.0,Normal
49:52.1,Snow
49:55.0,Rain
49:56.1,Wind
49:57.1,Normal
49:58.0,Snow
49:59.0,Rain
50:02.0,Wind
50:04.0,Normal
50:04.0,Snow
50:05.0,Rain
50:06.0,Wind
50:08.1,Normal
50:09.1,Snow
50:09.1,Rain
50:10.0,Snow
50:11.1,Rain
50:12.0,Wind
50:14.0,Normal
50:14.1,Snow
50:15.0,Rain
50:17.0,Wind
50:17.1,Normal
50:18.0,Snow
50:19.1,Rain
50:20.0,Wind
50:21.1,Normal
50:22.0,Snow
50:24.1,Rain
50:26.0,Wind
50:27.0,Normal
50:29.1,Snow
50:30.0,Rain
50:34.0,Wind
50:34.1,Normal
50:48.0,Snow
50:53.2,Rain
50:55.1,Wind
50:57.0,Normal
51:10.0,Snow
51:14.1,Rain
51:19.1,Wind
51:20.0,Normal
51:22.1,Snow
51:24.0,Rain
51:24.0,Wind
51:24.0,Normal
51:24.1,Snow
51:27.1,Rain
51:27.1,Wind
51:28.1,Normal
51:29.0,Snow
51:30.0,Rain
51:31.0,Wind
51:32.0,Normal
51:32.0,Snow
51:34.0,Rain
51:35.0,Snow
51:35.1,Rain
51:36.0,Wind
51:36.1,Normal
51:38.1,Snow
51:39.1,Rain
51:40.0,Wind
51:42.0,Normal
51:45.1,Snow
51:47.1,Rain
51:48.0,Wind
51:48.1,Normal
51:52.0,Snow
51:53.0,Rain
51:55.0,Wind
51:56.0,Normal
51:57.0,Snow
51:59.0,Rain
52:00.0,Wind
52:01.0,Normal
52:03.1,Snow
52:06.1,Rain
52:09.1,Wind
52:23.1,Normal
52:32.0,Snow
52:36.0,Rain
52:42.1,Wind
52:48.1,Normal
52:49.0,Snow
52:50.1,Rain
52:51.0,Wind
52:51.0,Normal
52:54.0,Snow
52:56.1,Rain
52:57.1,Wind
52:58.1,Normal
52:59.1,Snow
53:01.0,Rain
53:02.1,Wind
53:03.0,Normal
53:03.0,Snow
53:04.0,Rain
53:05.0,Snow
53:06.0,Rain
53:06.1,Wind
53:07.1,Normal
53:09.0,Snow
53:10.0,Rain
53:12.1,Wind
53:13.0,Normal
53:13.1,Snow
53:14.1,Rain
53:16.1,Wind
53:18.0,Normal
53:20.0,Snow
53:20.1,Rain
53:21.1,Wind
53:22.1,Normal
53:23.0,Snow
53:24.0,Rain
53:26.0,Wind
53:34.1,Normal
53:39.1,Snow
53:43.1,Rain
53:46.1,Wind
53:48.1,Normal
53:49.0,Snow
53:56.0,Rain
54:04.0,Wind
54:06.1,Normal
54:08.1,Snow
54:09.1,Rain
54:12.0,Wind
54:12.1,Normal
54:14.0,Snow
54:18.0,Rain
54:19.1,Wind
54:21.0,Normal
54:21.0,Snow
54:21.1,Rain
54:26.1,Wind
54:27.1,Normal
54:29.0,Snow
54:29.0,Rain
54:31.1,Snow
54:32.0,Rain
54:33.1,Wind
54:33.1,Normal
54:36.0,Snow
54:37.0,Rain
54:38.1,Wind
54:39.0,Normal
54:42.0,Snow
54:44.0,Rain
54:46.0,Wind
54:50.0,Normal
54:50.1,Snow
54:50.1,Rain
54:51.0,Wind
54:51.0,Normal
54:52.0,Snow
54:53.0,Rain
54:53.1,Wind
54:54.0,Normal
54:54.0,Snow
54:56.0,Rain
54:58.0,Wind
54:58.1,Normal
54:59.0,Snow
55:01.1,Rain
55:02.0,Wind
55:03.1,Normal
55:04.0,Snow
55:07.1,Rain
55:08.1,Wind
55:09.0,Normal
55:10.1,Snow
55:11.0,Rain
55:11.1,Wind
55:13.0,Normal
55:16.0,Snow
55:20.1,Rain
55:22.1,Wind
55:25.0,Normal
55:27.0,Snow
55:28.1,Rain
55:32.1,Snow
55:33.0,Rain
55:34.1,Wind
55:35.0,Normal
55:37.1,Snow
55:47.0,Rain
55:54.0,Wind
55:55.0,Normal
55:56.0,Snow
55:57.0,Rain
55:59.1,Wind
56:00.0,Normal
56:01.0,Snow
56:04.0,Rain
56:06.0,Wind
56:06.1,Normal
56:07.0,Snow
56:11.0,Rain
56:11.0,Wind
56:13.1,Normal
56:14.0,Snow
56:24.0,Rain
56:25.1,Wind
56:26.0,Normal
56:27.0,Snow
56:28.0,Rain
56:31.0,Wind
56:32.0,Normal
56:33.0,Snow
56:35.0,Rain
56:35.0,Wind
56:39.0,Normal
56:39.1,Snow
56:40.0,Rain
56:42.0,Wind
56:44.1,Normal
56:46.1,Snow
56:47.0,Rain
56:48.1,Wind
56:49.0,Normal
56:52.0,Snow
56:54.0,Rain
56:56.0,Snow
57:00.1,Rain
57:01.1,Wind
57:01.1,Normal
57:02.0,Snow
57:04.0,Rain
57:05.1,Wind
57:07.1,Normal
57:09.1,Snow
57:10.0,Rain
57:11.1,Wind
57:13.0,Normal
57:23.0,Snow
57:24.0,Rain
57:27.1,Wind
57:29.0,Normal
57:29.0,Snow
57:31.0,Rain
57:31.0,Wind
57:36.1,Normal
57:38.0,Snow
57:41.0,Rain
57:42.0,Wind
57:45.0,Normal
57:46.1,Snow
57:46.1,Rain
57:48.1,Wind
57:51.1,Normal
57:51.1,Snow
57:53.0,Rain
57:54.0,Wind
57:54.0,Normal
57:57.0,Snow
57:57.0,Rain
57:59.0,Wind
57:59.0,Normal
58:03.1,Snow
58:04.1,Rain
58:06.0,Wind
58:08.0,Normal
58:09.0,Snow
58:09.0,Rain
58:11.1,Snow
58:12.0,Rain
58:13.0,Wind
58:13.0,Normal
58:14.0,Snow
58:15.1,Rain
58:16.0,Wind
58:16.1,Normal
58:17.0,Snow
58:18.0,Rain
58:20.0,Wind
58:21.1,Normal
58:22.0,Snow
58:23.1,Rain
58:24.0,Wind
58:25.1,Normal
58:27.1,Snow
58:27.1,Rain
58:28.0,Wind
58:32.0,Normal
58:32.1,Snow
58:34.0,Rain
58:34.0,Wind
58:38.1,Normal
58:41.1,Snow
58:44.0,Rain
58:44.0,Wind
58:46.0,Normal
58:48.0,Snow
58:52.0,Rain
58:54.1,Wind
58:58.0,Normal
58:58.0,Snow
58:59.1,Rain
59:01.1,Wind
59:03.0,Normal
59:04.0,Snow
59:05.0,Rain
59:05.0,Wind
59:06.1,Normal
59:07.0,Snow
59:08.0,Rain
59:11.0,Snow
59:11.1,Rain
59:12.0,Wind
59:14.1,Normal
59:16.0,Snow
59:16.0,Rain
59:20.1,Wind
59:22.0,Normal
59:22.0,Snow
59:28.0,Rain
59:30.0,Wind
59:39.0,Normal
59:44.0,Snow
59:46.1,Rain
59:47.0,Wind
59:54.0,Normal
59:56.0,Snow
59:57.0,Rain
59:58.1,Wind
00:01.1,Normal
00:02.1,Snow
00:03.0,Rain
00:06.0,Wind
00:08.1,Normal
00:09.0,Snow
00:09.0,Rain
00:11.0,Wind
00:11.1,Normal
00:13.0,Snow
00:13.0,Rain
00:15.1,Wind
00:16.0,Normal
00:20.1,Snow
00:21.1,Rain
00:23.0,Wind
00:23.0,Normal
00:23.1,Snow
00:25.1,Rain
00:27.1,Wind
00:33.0,Normal
00:34.0,Snow
00:35.0,Rain
00:39.0,Snow
00:41.0,Rain
00:42.0,Wind
00:43.1,Normal
00:45.1,Snow
00:47.0,Rain
00:48.0,Wind
00:49.1,Normal
00:51.0,Snow
00:51.1,Rain
00:53.1,Wind
00:53.1,Normal
00:54.0,Snow
00:56.1,Rain
00:57.1,Wind
01:00.0,Normal
01:02.1,Snow
01:07.1,Rain
01:09.0,Wind
01:10.1,Normal
01:22.0,Snow
01:23.0,Rain
01:26.1,Wind
01:29.1,Normal
01:30.0,Snow
01:31.0,Rain
01:33.0,Wind
01:36.0,Normal
01:38.0,Snow
01:39.0,Rain
01:40.0,Wind
01:40.1,Normal
01:41.0,Snow
01:43.1,Rain
01:45.1,Wind
01:48.1,Normal
01:52.0,Snow
01:53.1,Rain
01:56.0,Wind
01:59.0,Normal
01:59.1,Snow
02:01.1,Rain
02:03.0,Snow
02:03.1,Rain
02:04.0,Wind
02:06.1,Normal
02:08.1,Snow
02:10.1,Rain
02:15.1,Wind
02:31.0,Normal
02:33.0,Snow
02:33.1,Rain
02:34.0,Wind
02:41.0,Normal
02:41.0,Snow
02:44.0,Rain
02:44.0,Wind
02:44.1,Normal
02:47.0,Snow
02:49.0,Rain
02:49.0,Wind
02:53.1,Normal
02:57.0,Snow
02:57.1,Rain
02:59.1,Wind
03:00.0,Normal
03:02.0,Snow
03:03.1,Rain
03:06.0,Wind
03:07.1,Normal
03:09.0,Snow
03:10.0,Rain
03:13.0,Wind
03:13.1,Normal
03:14.0,Snow
03:16.1,Rain
03:18.0,Wind
03:18.0,Normal
03:19.1,Snow
03:20.0,Rain
03:21.0,Wind
03:21.0,Normal
03:22.0,Snow
03:23.0,Rain
03:23.1,Snow
03:23.1,Rain
03:25.1,Wind
03:27.0,Normal
03:27.1,Snow
03:28.0,Rain
03:30.0,Wind
03:31.0,Normal
03:32.0,Snow
03:32.0,Rain
03:33.1,Wind
03:34.1,Normal
03:34.1,Snow
03:37.0,Rain
03:37.1,Wind
03:39.1,Normal
03:39.1,Snow
03:40.0,Rain
03:40.0,Wind
03:41.1,Normal
03:42.0,Snow
03:44.0,Rain
03:47.0,Wind
03:48.0,Normal
03:48.0,Snow
03:50.0,Rain
04:00.1,Wind
04:04.1,Normal
04:07.1,Snow
04:11.1,Rain
04:12.0,Wind
04:15.0,Normal
04:33.0,Snow
04:35.0,Rain
04:35.1,Wind
04:39.1,Normal
04:40.0,Snow
04:43.1,Rain
04:44.0,Wind
04:44.1,Normal
04:45.0,Snow
04:46.1,Rain
04:48.0,Snow
04:50.0,Rain
04:51.0,Wind
04:52.1,Normal
04:53.0,Snow
04:53.0,Rain
04:53.1,Wind
04:55.1,Normal
04:55.1,Snow
04:55.1,Rain
04:56.0,Wind
04:58.0,Normal
05:00.0,Snow
05:03.1,Rain
05:04.0,Wind
05:06.0,Normal
05:07.0,Snow
05:08.1,Rain
05:09.0,Wind
05:10.1,Normal
05:11.0,Snow
05:12.0,Rain
05:14.0,Wind
05:14.1,Normal
05:16.1,Snow
05:16.1,Rain
05:17.1,Wind
05:19.0,Normal
05:19.1,Snow
05:21.1,Rain
05:22.0,Wind
05:22.0,Normal
05:23.0,Snow
05:24.0,Rain
05:24.1,Wind
05:24.1,Normal
05:25.0,Snow
05:27.0,Rain
05:29.0,Wind
05:29.1,Normal
05:39.1,Snow
05:49.1,Rain
05:51.0,Snow
05:53.1,Rain
05:54.0,Wind
05:57.0,Normal
05:57.0,Snow
05:59.0,Rain
06:04.1,Wind
06:06.0,Normal
06:08.1,Snow
06:11.1,Rain
06:17.0,Wind
06:17.0,Normal
06:21.0,Snow
06:23.0,Rain
06:23.1,Wind
06:24.0,Normal
06:27.0,Snow
06:27.1,Rain
06:27.1,Wind
06:28.1,Normal
06:30.0,Snow
06:30.0,Rain
06:30.1,Wind
06:31.1,Normal
06:32.0,Snow
06:33.0,Rain
06:34.0,Wind
06:34.0,Normal
06:36.0,Snow
06:36.0,Rain
06:38.1,Wind
06:40.1,Normal
06:41.0,Snow
06:41.1,Rain
06:42.0,Wind
06:44.0,Normal
06:44.1,Snow
06:45.0,Rain
06:45.0,Wind
06:47.0,Normal
06:47.1,Snow
06:48.1,Rain
06:49.0,Snow
06:49.1,Rain
06:51.1,Wind
06:52.1,Normal
06:53.0,Snow
06:54.0,Rain
06:56.0,Wind
06:56.1,Normal
06:57.0,Snow
06:59.0,Rain
07:02.0,Wind
07:05.1,Normal
07:07.0,Snow
07:11.1,Rain
07:17.1,Wind
07:18.0,Normal
07:24.0,Snow
07:28.1,Rain
07:32.0,Wind
07:35.0,Normal
07:35.1,Snow
07:44.0,Rain
07:48.0,Wind
07:51.0,Normal
07:51.1,Snow
07:52.0,Rain
07:54.0,Wind
07:54.0,Normal
07:56.0,Snow
07:56.1,Rain
07:58.1,Wind
07:59.0,Normal
08:01.0,Snow
08:03.1,Rain
08:05.0,Wind
08:05.1,Normal
08:05.1,Snow
08:07.0,Rain
08:07.1,Wind
08:08.0,Normal
